"","pokedex_number","name","generation","category","egg_group_1","egg_group_2","has_egg_group_2","color","body_style","height_m","weight_kg","has_mega_evolution","catch_rate","base_egg_steps","base_friendship","experience_growth","type_1","type_2","has_type_2","is_legendary","hp","attack","defense","sp_attack","sp_defense","speed","total","gender","individual_ability"
"126",126,"Magmar",1,"Spitfire Pokémon","Human-Like","none","FALSE","Red","bipedal_tailed",1.3,44.5,"False",45,6400,70,1000000,"fire","none","FALSE","FALSE",71,95,57,100,76,93,492,"female","Flame Body"
"127",127,"Pinsir",1,"Stagbeetle Pokémon","Bug","none","FALSE","Brown","bipedal_tailless",1.5,55,"True",45,6400,70,1250000,"bug","none","FALSE","FALSE",71,155,108,65,90,105,594,"female","Moxie"
"128",128,"Tauros",1,"Wild Bull Pokémon","Field","none","FALSE","Brown","quadruped",1.4,88.4,"False",45,5120,70,1250000,"normal","none","FALSE","FALSE",82,100,95,40,63,110,490,"male","Sheer Force"
"129",129,"Magikarp",1,"Fish Pokémon","Water_2","Dragon","TRUE","Red","with_fins",0.89,10,"False",255,1280,70,1250000,"water","none","FALSE","FALSE",20,10,55,13,20,88,206,"female","Swift Swim"
"130",130,"Gyarados",1,"Atrocious Pokémon","Water_2","Dragon","TRUE","Blue","serpentine_body",6.5,235,"True",45,1280,70,1250000,"water","flying","TRUE","FALSE",95,155,119,70,117,81,637,"male","Moxie"
"131",131,"Lapras",1,"Transport Pokémon","Monster","Water_1","TRUE","Blue","with_fins",2.49,220,"False",45,10240,70,1250000,"water","ice","TRUE","FALSE",130,93,72,85,95,60,535,"female","Water Absorb"
"132",132,"Ditto",1,"Transform Pokémon","Ditto","none","FALSE","Purple","head_only",0.3,4,"False",35,5120,70,1000000,"normal","none","FALSE","FALSE",48,43,48,48,52,48,287,"genderless","Limber"
"133",133,"Eevee",1,"Evolution Pokémon","Field","none","FALSE","Brown","quadruped",0.3,6.5,"False",45,8960,70,1000000,"normal","none","FALSE","FALSE",55,55,50,45,65,55,325,"male","Run Away"
"134",134,"Vaporeon",1,"Bubble Jet Pokémon","Field","none","FALSE","Blue","quadruped",0.99,29,"False",45,8960,70,1000000,"water","none","FALSE","FALSE",130,65,60,110,85,71,521,"male","Water Absorb"
"135",135,"Jolteon",1,"Lightning Pokémon","Field","none","FALSE","Yellow","quadruped",0.79,24.5,"False",45,8960,70,1000000,"electric","none","FALSE","FALSE",71,65,60,110,85,130,521,"female","Quick Feet"
"136",136,"Flareon",1,"Flame Pokémon","Field","none","FALSE","Red","quadruped",0.89,25,"False",45,8960,70,1000000,"fire","none","FALSE","FALSE",65,130,60,95,110,65,525,"female","Flash Fire"
"137",137,"Porygon",1,"Virtual Pokémon","Mineral","none","FALSE","Pink","head_legs",0.79,36.5,"False",45,5120,70,1000000,"normal","none","FALSE","FALSE",71,60,70,85,75,36,397,"genderless","Download"
"138",138,"Omanyte",1,"Spiral Pokémon","Water_1","Water_3","TRUE","Blue","several_limbs",0.41,7.5,"False",45,7680,70,1000000,"rock","water","TRUE","FALSE",35,44,100,81,55,35,350,"male","Weak Armor"
"139",139,"Omastar",1,"Spiral Pokémon","Water_1","Water_3","TRUE","Blue","several_limbs",0.99,35,"False",45,7680,70,1000000,"rock","water","TRUE","FALSE",63,60,125,126,70,55,499,"male","Shell Armor"
"140",140,"Kabuto",1,"Shellfish Pokémon","Water_1","Water_3","TRUE","Brown","insectoid",0.51,11.5,"False",45,7680,70,1000000,"rock","water","TRUE","FALSE",30,80,81,55,49,55,350,"female","Swift Swim"
"141",141,"Kabutops",1,"Shellfish Pokémon","Water_1","Water_3","TRUE","Brown","bipedal_tailed",1.3,40.5,"False",45,7680,70,1000000,"rock","water","TRUE","FALSE",66,115,105,65,63,80,494,"male","Battle Armor"
"142",142,"Aerodactyl",1,"Fossil Pokémon","Flying","none","FALSE","Purple","two_wings",1.8,59,"True",45,8960,70,1250000,"rock","flying","TRUE","FALSE",80,135,85,70,95,150,615,"male","Rock Head"
"143",143,"Snorlax",1,"Sleeping Pokémon","Monster","none","FALSE","Black","bipedal_tailless",2.11,460,"False",25,10240,70,1250000,"normal","none","FALSE","FALSE",160,110,65,65,110,30,540,"male","Thick Fat"
"144",144,"Articuno",1,"Freeze Pokémon","Undiscovered","none","FALSE","Blue","two_wings",1.7,55.4,"False",3,20480,35,1250000,"ice","flying","TRUE","TRUE",90,85,100,104,112,85,576,"genderless","Pressure"
"145",145,"Zapdos",1,"Electric Pokémon","Undiscovered","none","FALSE","Yellow","two_wings",1.6,52.6,"False",3,20480,35,1250000,"electric","flying","TRUE","TRUE",90,90,85,125,90,100,580,"genderless","Static"
"146",146,"Moltres",1,"Flame Pokémon","Undiscovered","none","FALSE","Yellow","two_wings",2.01,60,"False",3,20480,35,1250000,"fire","flying","TRUE","TRUE",90,100,99,125,76,90,580,"genderless","Flame Body"
"147",147,"Dratini",1,"Dragon Pokémon","Water_1","Dragon","TRUE","Blue","serpentine_body",1.8,3.3,"False",45,10240,35,1250000,"dragon","none","FALSE","FALSE",41,57,49,50,50,50,297,"male","Shed Skin"
"148",148,"Dragonair",1,"Dragon Pokémon","Water_1","Dragon","TRUE","Blue","serpentine_body",3.99,16.5,"False",45,10240,35,1250000,"dragon","none","FALSE","FALSE",67,84,65,70,63,70,419,"male","Marvel Scale"
"149",149,"Dragonite",1,"Dragon Pokémon","Water_1","Dragon","TRUE","Brown","bipedal_tailed",2.21,210,"False",45,10240,35,1250000,"dragon","flying","TRUE","FALSE",91,120,95,100,110,80,596,"male","Multiscale"
"150",150,"Mewtwo",1,"Genetic Pokémon","Undiscovered","none","FALSE","Purple","bipedal_tailed",2.01,122,"True",3,30720,0,1250000,"psychic","none","FALSE","TRUE",95,150,70,213,120,140,788,"genderless","Pressure"
"151",151,"Mew",1,"New Species Pokémon","Undiscovered","none","FALSE","Pink","bipedal_tailed",0.41,4,"False",45,30720,100,1059860,"psychic","none","FALSE","TRUE",100,90,100,110,100,100,600,"genderless","Synchronize"
"152",152,"Chikorita",2,"Leaf Pokémon","Monster","Grass","TRUE","Green","quadruped",0.89,6.4,"False",45,5120,70,1059860,"grass","none","FALSE","FALSE",45,49,65,53,65,40,317,"male","Overgrow"
"153",153,"Bayleef",2,"Leaf Pokémon","Monster","Grass","TRUE","Green","quadruped",1.19,15.8,"False",45,5120,70,1059860,"grass","none","FALSE","FALSE",60,68,80,63,80,54,405,"male","Overgrow"
"154",154,"Meganium",2,"Herb Pokémon","Monster","Grass","TRUE","Green","quadruped",1.8,100.5,"False",45,5120,70,1059860,"grass","none","FALSE","FALSE",80,82,100,74,100,88,524,"male","Leaf Guard"
"155",155,"Cyndaquil",2,"Fire Mouse Pokémon","Field","none","FALSE","Yellow","bipedal_tailless",0.51,7.9,"False",45,5120,70,1059860,"fire","none","FALSE","FALSE",39,52,47,60,50,58,306,"male","Blaze"
"156",156,"Quilava",2,"Volcano Pokémon","Field","none","FALSE","Yellow","quadruped",0.89,19,"False",45,5120,70,1059860,"fire","none","FALSE","FALSE",58,64,58,80,58,88,406,"male","Flash Fire"
"157",157,"Typhlosion",2,"Volcano Pokémon","Field","none","FALSE","Yellow","quadruped",1.7,79.5,"False",45,5120,70,1059860,"fire","none","FALSE","FALSE",85,84,70,109,85,100,533,"male","Blaze"
"158",158,"Totodile",2,"Big Jaw Pokémon","Monster","Water_1","TRUE","Blue","bipedal_tailed",0.61,9.5,"False",45,5120,70,1059860,"water","none","FALSE","FALSE",50,71,64,44,48,38,315,"male","Sheer Force"
"159",159,"Croconaw",2,"Big Jaw Pokémon","Monster","Water_1","TRUE","Blue","bipedal_tailed",1.09,25,"False",45,5120,70,1059860,"water","none","FALSE","FALSE",71,80,72,59,63,58,403,"male","Sheer Force"
"160",160,"Feraligatr",2,"Big Jaw Pokémon","Monster","Water_1","TRUE","Blue","bipedal_tailed",2.31,88.8,"False",45,5120,70,1059860,"water","none","FALSE","FALSE",85,94,100,79,83,85,526,"male","Sheer Force"
"161",161,"Sentret",2,"Scout Pokémon","Field","none","FALSE","Brown","quadruped",0.79,6,"False",255,3840,70,1000000,"normal","none","FALSE","FALSE",35,50,34,35,40,20,214,"female","Keen Eye"
"162",162,"Furret",2,"Long Body Pokémon","Field","none","FALSE","Brown","quadruped",1.8,32.5,"False",90,3840,70,1000000,"normal","none","FALSE","FALSE",85,76,57,49,55,90,412,"male","Run Away"
"163",163,"Hoothoot",2,"Owl Pokémon","Flying","none","FALSE","Brown","two_wings",0.71,21.2,"False",255,3840,70,1000000,"normal","flying","TRUE","FALSE",60,30,30,39,50,50,259,"female","Tinted Lens"
"164",164,"Noctowl",2,"Owl Pokémon","Flying","none","FALSE","Brown","two_wings",1.6,40.8,"False",90,3840,70,1000000,"normal","flying","TRUE","FALSE",100,55,50,86,86,70,447,"female","Keen Eye"
"165",165,"Ledyba",2,"Five Star Pokémon","Bug","none","FALSE","Red","two_wings",0.99,10.8,"False",255,3840,70,800000,"bug","flying","TRUE","FALSE",40,20,33,40,72,55,260,"male","Rattled"
"166",166,"Ledian",2,"Five Star Pokémon","Bug","none","FALSE","Red","two_wings",1.4,35.6,"False",90,3840,70,800000,"bug","flying","TRUE","FALSE",55,31,50,55,110,93,394,"female","Early Bird"
"167",167,"Spinarak",2,"String Spit Pokémon","Bug","none","FALSE","Green","insectoid",0.51,8.5,"False",255,3840,70,800000,"bug","poison","TRUE","FALSE",40,60,40,40,40,30,250,"female","Insomnia"
"168",168,"Ariados",2,"Long Leg Pokémon","Bug","none","FALSE","Red","insectoid",1.09,33.5,"False",90,3840,70,800000,"bug","poison","TRUE","FALSE",70,81,70,60,70,44,395,"male","Sniper"
"169",169,"Crobat",2,"Bat Pokémon","Flying","none","FALSE","Purple","four_wings",1.8,75,"False",90,3840,70,1000000,"poison","flying","TRUE","FALSE",85,90,80,70,80,130,535,"male","Infiltrator"
"170",170,"Chinchou",2,"Angler Pokémon","Water_2","none","FALSE","Blue","with_fins",0.51,12,"False",190,5120,70,1250000,"water","electric","TRUE","FALSE",82,38,38,56,50,67,331,"female","Volt Absorb"
"171",171,"Lanturn",2,"Light Pokémon","Water_2","none","FALSE","Blue","with_fins",1.19,22.5,"False",75,5120,70,1250000,"water","electric","TRUE","FALSE",125,58,58,68,76,73,458,"male","Illuminate"
"172",172,"Pichu",2,"Tiny Mouse Pokémon","Undiscovered","none","FALSE","Yellow","quadruped",0.3,2,"False",190,2560,70,1000000,"electric","none","FALSE","FALSE",22,40,15,35,35,54,201,"female","Lightningrod"
"173",173,"Cleffa",2,"Star Shape Pokémon","Undiscovered","none","FALSE","Pink","bipedal_tailed",0.3,3,"False",150,2560,140,800000,"fairy","none","FALSE","FALSE",45,27,28,45,55,15,215,"male","Friend Guard"
"174",174,"Igglybuff",2,"Balloon Pokémon","Undiscovered","none","FALSE","Pink","bipedal_tailless",0.3,1,"False",170,2560,70,800000,"normal","fairy","TRUE","FALSE",90,27,15,40,22,15,209,"female","Friend Guard"
"175",175,"Togepi",2,"Spike Ball Pokémon","Undiscovered","none","FALSE","White","bipedal_tailless",0.3,1.5,"False",190,2560,70,800000,"fairy","none","FALSE","FALSE",35,22,65,40,65,18,245,"male","Hustle"
"176",176,"Togetic",2,"Happiness Pokémon","Flying","Fairy","TRUE","White","bipedal_tailless",0.61,3.2,"False",75,2560,70,800000,"fairy","flying","TRUE","FALSE",55,40,85,80,105,40,405,"female","Super Luck"
"177",177,"Natu",2,"Little Bird Pokémon","Flying","none","FALSE","Green","two_wings",0.2,2,"False",190,5120,70,1000000,"psychic","flying","TRUE","FALSE",40,45,45,70,49,70,319,"female","Synchronize"
"178",178,"Xatu",2,"Mystic Pokémon","Flying","none","FALSE","Green","two_wings",1.5,15,"False",75,5120,70,1000000,"psychic","flying","TRUE","FALSE",65,67,70,95,77,95,469,"female","Synchronize"
"179",179,"Mareep",2,"Wool Pokémon","Monster","Field","TRUE","White","quadruped",0.61,7.8,"False",235,5120,70,1059860,"electric","none","FALSE","FALSE",55,44,40,58,45,35,277,"male","Static"
"180",180,"Flaaffy",2,"Wool Pokémon","Monster","Field","TRUE","Pink","bipedal_tailed",0.79,13.3,"False",120,5120,70,1059860,"electric","none","FALSE","FALSE",63,55,55,80,60,49,362,"male","Plus"
"181",181,"Ampharos",2,"Light Pokémon","Monster","Field","TRUE","Yellow","bipedal_tailed",1.4,61.5,"True",45,5120,70,1059860,"electric","none","FALSE","FALSE",90,85,105,165,110,49,604,"female","Static"
"182",182,"Bellossom",2,"Flower Pokémon","Grass","none","FALSE","Green","bipedal_tailless",0.41,5.8,"False",45,5120,70,1059860,"grass","none","FALSE","FALSE",75,80,95,81,100,55,486,"female","Chlorophyll"
"183",183,"Marill",2,"Aquamouse Pokémon","Water_1","Fairy","TRUE","Blue","bipedal_tailed",0.41,8.5,"False",190,2560,70,800000,"water","fairy","TRUE","FALSE",70,20,50,20,50,40,250,"female","Thick Fat"
"184",184,"Azumarill",2,"Aquarabbit Pokémon","Water_1","Fairy","TRUE","Blue","bipedal_tailed",0.79,28.5,"False",75,2560,70,800000,"water","fairy","TRUE","FALSE",100,50,88,60,80,45,423,"male","Thick Fat"
"185",185,"Sudowoodo",2,"Imitation Pokémon","Mineral","none","FALSE","Brown","bipedal_tailless",1.19,38,"False",65,5120,70,1000000,"rock","none","FALSE","FALSE",77,100,103,30,65,30,405,"male","Sturdy"
"186",186,"Politoed",2,"Frog Pokémon","Water_1","none","FALSE","Green","bipedal_tailed",1.09,33.9,"False",45,5120,70,1059860,"water","none","FALSE","FALSE",99,75,75,81,100,70,500,"female","Water Absorb"
"187",187,"Hoppip",2,"Cottonweed Pokémon","Fairy","Grass","TRUE","Pink","bipedal_tailed",0.41,0.5,"False",255,5120,70,1059860,"grass","flying","TRUE","FALSE",35,31,40,35,55,55,251,"male","Leaf Guard"
"188",188,"Skiploom",2,"Cottonweed Pokémon","Fairy","Grass","TRUE","Green","bipedal_tailed",0.61,1,"False",120,5120,70,1059860,"grass","flying","TRUE","FALSE",55,45,50,49,58,80,337,"female","Chlorophyll"
"189",189,"Jumpluff",2,"Cottonweed Pokémon","Fairy","Grass","TRUE","Blue","bipedal_tailed",0.79,3,"False",45,5120,70,1059860,"grass","flying","TRUE","FALSE",82,49,70,55,95,110,461,"male","Chlorophyll"
"190",190,"Aipom",2,"Long Tail Pokémon","Field","none","FALSE","Purple","bipedal_tailed",0.79,11.5,"False",45,5120,70,800000,"normal","none","FALSE","FALSE",55,77,49,40,55,85,361,"female","Pickup"
"191",191,"Sunkern",2,"Seed Pokémon","Grass","none","FALSE","Yellow","head_only",0.3,1.8,"False",235,5120,70,1059860,"grass","none","FALSE","FALSE",33,30,30,27,30,30,180,"female","Early Bird"
"192",192,"Sunflora",2,"Sun Pokémon","Grass","none","FALSE","Yellow","bipedal_tailless",0.79,8.5,"False",120,5120,70,1059860,"grass","none","FALSE","FALSE",82,75,55,105,85,27,429,"male","Solar Power"
"193",193,"Yanma",2,"Clear Wing Pokémon","Bug","none","FALSE","Red","four_wings",1.19,38,"False",75,5120,70,1000000,"bug","flying","TRUE","FALSE",65,65,45,82,45,85,387,"female","Speed Boost"
"194",194,"Wooper",2,"Water Fish Pokémon","Water_1","Field","TRUE","Blue","head_legs",0.41,8.5,"False",255,5120,70,1000000,"water","ground","TRUE","FALSE",55,45,45,25,25,15,210,"male","Unaware"
"195",195,"Quagsire",2,"Water Fish Pokémon","Water_1","Field","TRUE","Blue","bipedal_tailed",1.4,75,"False",90,5120,70,1000000,"water","ground","TRUE","FALSE",95,76,85,71,65,35,427,"male","Water Absorb"
"196",196,"Espeon",2,"Sun Pokémon","Field","none","FALSE","Purple","quadruped",0.89,26.5,"False",45,8960,70,1000000,"psychic","none","FALSE","FALSE",71,65,54,130,95,110,525,"male","Magic Bounce"
"197",197,"Umbreon",2,"Moonlight Pokémon","Field","none","FALSE","Black","quadruped",0.99,27,"False",45,8960,35,1000000,"dark","none","FALSE","FALSE",95,65,99,66,130,65,520,"male","Inner Focus"
"198",198,"Murkrow",2,"Darkness Pokémon","Flying","none","FALSE","Black","two_wings",0.51,2.1,"False",30,5120,35,1059860,"dark","flying","TRUE","FALSE",60,93,37,85,42,91,408,"male","Insomnia"
"199",199,"Slowking",2,"Royal Pokémon","Monster","Water_1","TRUE","Pink","bipedal_tailed",2.01,79.5,"False",70,5120,70,1000000,"water","psychic","TRUE","FALSE",104,75,80,100,99,30,488,"male","Oblivious"
"200",200,"Misdreavus",2,"Screech Pokémon","Amorphous","none","FALSE","Purple","head_only",0.71,1,"False",45,6400,35,800000,"ghost","none","FALSE","FALSE",60,54,66,85,85,85,435,"male","Levitate"
"201",201,"Unown",2,"Symbol Pokémon","Undiscovered","none","FALSE","Black","head_only",0.51,5,"False",225,10240,70,1000000,"psychic","none","FALSE","FALSE",48,72,48,72,43,52,335,"genderless","Levitate"
"202",202,"Wobbuffet",2,"Patient Pokémon","Amorphous","none","FALSE","Blue","head_base",1.3,28.5,"False",45,5120,70,1000000,"psychic","none","FALSE","FALSE",209,33,58,33,52,33,418,"male","Shadow Tag"
"203",203,"Girafarig",2,"Long Neck Pokémon","Field","none","FALSE","Yellow","quadruped",1.5,41.5,"False",60,5120,70,1000000,"normal","psychic","TRUE","FALSE",77,80,58,90,65,85,455,"female","Sap Sipper"
"204",204,"Pineco",2,"Bagworm Pokémon","Bug","none","FALSE","Grey","head_only",0.61,7.2,"False",190,5120,70,1000000,"bug","none","FALSE","FALSE",50,65,90,35,38,13,291,"female","Overcoat"
"205",205,"Forretress",2,"Bagworm Pokémon","Bug","none","FALSE","Purple","head_only",1.19,125.8,"False",75,5120,70,1000000,"bug","steel","TRUE","FALSE",75,99,140,60,60,36,470,"female","Sturdy"
"206",206,"Dunsparce",2,"Land Snake Pokémon","Field","none","FALSE","Yellow","serpentine_body",1.5,14,"False",190,5120,70,1000000,"normal","none","FALSE","FALSE",100,77,63,65,65,45,415,"female","Rattled"
"207",207,"Gligar",2,"Flyscorpion Pokémon","Bug","none","FALSE","Purple","two_wings",1.09,64.8,"False",60,5120,70,1059860,"ground","flying","TRUE","FALSE",65,75,115,35,58,85,433,"male","Hyper Cutter"
"208",208,"Steelix",2,"Iron Snake Pokémon","Mineral","none","FALSE","Grey","serpentine_body",9.19,400,"True",25,6400,70,1000000,"steel","ground","TRUE","FALSE",67,125,230,55,95,33,605,"female","Sturdy"
"209",209,"Snubbull",2,"Fairy Pokémon","Field","Fairy","TRUE","Pink","bipedal_tailless",0.61,7.8,"False",190,5120,70,800000,"fairy","none","FALSE","FALSE",60,80,50,44,36,30,300,"female","Run Away"
"210",210,"Granbull",2,"Fairy Pokémon","Field","Fairy","TRUE","Purple","bipedal_tailed",1.4,48.7,"False",75,5120,70,800000,"fairy","none","FALSE","FALSE",90,108,82,60,60,45,445,"male","Rattled"
"211",211,"Qwilfish",2,"Balloon Pokémon","Water_2","none","FALSE","Grey","with_fins",0.51,3.9,"False",45,5120,70,1000000,"water","poison","TRUE","FALSE",71,95,85,55,55,76,437,"male","Swift Swim"
"212",212,"Scizor",2,"Pincer Pokémon","Bug","none","FALSE","Red","four_wings",1.8,118,"True",25,6400,70,1000000,"bug","steel","TRUE","FALSE",70,150,154,58,100,75,607,"male","Light Metal"
"213",213,"Shuckle",2,"Mold Pokémon","Bug","none","FALSE","Yellow","insectoid",0.61,20.5,"False",190,5120,70,1059860,"bug","rock","TRUE","FALSE",20,10,253,10,207,5,505,"female","Gluttony"
"214",214,"Heracross",2,"Singlehorn Pokémon","Bug","none","FALSE","Blue","bipedal_tailless",1.5,54,"True",45,6400,70,1250000,"bug","fighting","TRUE","FALSE",80,185,115,36,105,82,603,"male","Guts"
"215",215,"Sneasel",2,"Sharp Claw Pokémon","Field","none","FALSE","Black","bipedal_tailed",0.89,28,"False",60,5120,35,1059860,"dark","ice","TRUE","FALSE",55,95,60,31,75,115,431,"male","Pickpocket"
"216",216,"Teddiursa",2,"Little Bear Pokémon","Field","none","FALSE","Brown","bipedal_tailed",0.61,8.8,"False",120,5120,70,1000000,"normal","none","FALSE","FALSE",60,80,50,50,50,40,330,"female","Quick Feet"
"217",217,"Ursaring",2,"Hibernator Pokémon","Field","none","FALSE","Brown","bipedal_tailed",1.8,125.8,"False",60,5120,70,1000000,"normal","none","FALSE","FALSE",90,130,75,67,75,60,497,"male","Unnerve"
"218",218,"Slugma",2,"Lava Pokémon","Amorphous","none","FALSE","Red","serpentine_body",0.71,35,"False",190,5120,70,1000000,"fire","none","FALSE","FALSE",36,40,40,70,44,20,250,"female","Flame Body"
"219",219,"Magcargo",2,"Lava Pokémon","Amorphous","none","FALSE","Red","serpentine_body",0.79,55,"False",75,5120,70,1000000,"fire","rock","TRUE","FALSE",54,50,120,99,80,30,433,"female","Flame Body"
"220",220,"Swinub",2,"Pig Pokémon","Field","none","FALSE","Brown","quadruped",0.41,6.5,"False",225,5120,70,1250000,"ice","ground","TRUE","FALSE",50,50,36,30,33,50,249,"female","Snow Cloak"
"221",221,"Piloswine",2,"Swine Pokémon","Field","none","FALSE","Brown","quadruped",1.09,55.8,"False",75,5120,70,1250000,"ice","ground","TRUE","FALSE",100,100,80,60,66,45,451,"male","Oblivious"
"222",222,"Corsola",2,"Coral Pokémon","Water_1","Water_3","TRUE","Pink","insectoid",0.61,5,"False",60,5120,70,800000,"water","rock","TRUE","FALSE",71,49,95,65,95,35,410,"female","Hustle"
"223",223,"Remoraid",2,"Jet Pokémon","Water_1","Water_2","TRUE","Grey","with_fins",0.61,12,"False",190,5120,70,1000000,"water","none","FALSE","FALSE",35,65,35,65,35,65,300,"female","Sniper"
"224",224,"Octillery",2,"Jet Pokémon","Water_1","Water_2","TRUE","Red","several_limbs",0.89,28.5,"False",75,5120,70,1000000,"water","none","FALSE","FALSE",82,105,75,94,75,45,476,"male","Moody"
"225",225,"Delibird",2,"Delivery Pokémon","Water_1","Field","TRUE","Red","two_wings",0.89,16,"False",45,5120,70,800000,"ice","flying","TRUE","FALSE",45,60,45,65,40,75,330,"male","Vital Spirit"
"226",226,"Mantine",2,"Kite Pokémon","Water_1","none","FALSE","Purple","two_wings",2.11,220,"False",25,6400,70,1250000,"water","flying","TRUE","FALSE",85,36,70,80,154,70,495,"male","Water Absorb"
"227",227,"Skarmory",2,"Armor Bird Pokémon","Flying","none","FALSE","Grey","two_wings",1.7,50.5,"False",25,6400,70,1250000,"steel","flying","TRUE","FALSE",65,80,140,40,63,77,465,"female","Sturdy"
"228",228,"Houndour",2,"Dark Pokémon","Field","none","FALSE","Black","quadruped",0.61,10.8,"False",120,5120,35,1250000,"dark","fire","TRUE","FALSE",45,60,30,72,55,65,327,"female","Flash Fire"
"229",229,"Houndoom",2,"Dark Pokémon","Field","none","FALSE","Black","quadruped",1.4,35,"True",45,5120,35,1250000,"dark","fire","TRUE","FALSE",75,90,99,126,90,115,595,"female","Unnerve"
"230",230,"Kingdra",2,"Dragon Pokémon","Water_1","Dragon","TRUE","Blue","head_base",1.8,152,"False",45,5120,70,1000000,"water","dragon","TRUE","FALSE",75,95,95,95,95,85,540,"female","Swift Swim"
"231",231,"Phanpy",2,"Long Nose Pokémon","Field","none","FALSE","Blue","quadruped",0.51,33.5,"False",120,5120,70,1000000,"ground","none","FALSE","FALSE",90,60,60,40,40,40,330,"female","Pickup"
"232",232,"Donphan",2,"Armor Pokémon","Field","none","FALSE","Grey","quadruped",1.09,120,"False",60,5120,70,1000000,"ground","none","FALSE","FALSE",90,108,120,60,66,50,494,"male","Sturdy"
"233",233,"Porygon2",2,"Virtual Pokémon","Mineral","none","FALSE","Red","head_legs",0.61,32.5,"False",45,5120,70,1000000,"normal","none","FALSE","FALSE",76,88,90,105,95,60,514,"genderless","Download"
"234",234,"Stantler",2,"Big Horn Pokémon","Field","none","FALSE","Brown","quadruped",1.4,71.2,"False",45,5120,70,1250000,"normal","none","FALSE","FALSE",65,95,68,85,65,85,463,"male","Sap Sipper"
"235",235,"Smeargle",2,"Painter Pokémon","Field","none","FALSE","White","bipedal_tailed",1.19,58,"False",45,5120,70,800000,"normal","none","FALSE","FALSE",55,20,31,20,45,82,253,"female","Own Tempo"
"236",236,"Tyrogue",2,"Scuffle Pokémon","Undiscovered","none","FALSE","Purple","bipedal_tailless",0.71,21,"False",75,6400,70,1000000,"fighting","none","FALSE","FALSE",35,35,38,35,31,35,209,"male","Steadfast"
"237",237,"Hitmontop",2,"Handstand Pokémon","Human-Like","none","FALSE","Brown","bipedal_tailed",1.4,48,"False",45,6400,70,1000000,"fighting","none","FALSE","FALSE",45,95,95,35,110,77,457,"male","Technician"
"238",238,"Smoochum",2,"Kiss Pokémon","Undiscovered","none","FALSE","Pink","bipedal_tailless",0.41,6,"False",45,6400,70,1000000,"ice","psychic","TRUE","FALSE",45,30,15,85,65,65,305,"female","Hydration"
"239",239,"Elekid",2,"Electric Pokémon","Undiscovered","none","FALSE","Yellow","bipedal_tailless",0.61,23.5,"False",45,6400,70,1000000,"electric","none","FALSE","FALSE",45,63,37,65,55,95,360,"female","Static"
"240",240,"Magby",2,"Live Coal Pokémon","Undiscovered","none","FALSE","Red","bipedal_tailed",0.71,21.4,"False",45,6400,70,1000000,"fire","none","FALSE","FALSE",45,75,37,70,55,83,365,"male","Vital Spirit"
"241",241,"Miltank",2,"Milk Cow Pokémon","Field","none","FALSE","Pink","bipedal_tailed",1.19,75.5,"False",45,5120,70,1250000,"normal","none","FALSE","FALSE",95,80,105,40,70,100,490,"female","Thick Fat"
"242",242,"Blissey",2,"Happiness Pokémon","Fairy","none","FALSE","Pink","bipedal_tailless",1.5,46.8,"False",30,10240,140,800000,"normal","none","FALSE","FALSE",255,11,9,75,135,55,540,"female","Natural Cure"
"243",243,"Raikou",2,"Thunder Pokémon","Undiscovered","none","FALSE","Yellow","quadruped",1.91,178,"False",3,20480,35,1250000,"electric","none","FALSE","TRUE",90,85,75,115,100,115,580,"genderless","Inner Focus"
"244",244,"Entei",2,"Volcano Pokémon","Undiscovered","none","FALSE","Brown","quadruped",2.11,198,"False",3,20480,35,1250000,"fire","none","FALSE","TRUE",103,115,85,99,75,100,577,"genderless","Pressure"
"245",245,"Suicune",2,"Aurora Pokémon","Undiscovered","none","FALSE","Blue","quadruped",2.01,187,"False",3,20480,35,1250000,"water","none","FALSE","TRUE",110,75,115,90,115,76,581,"genderless","Inner Focus"
"246",246,"Larvitar",2,"Rock Skin Pokémon","Monster","none","FALSE","Green","bipedal_tailed",0.61,72,"False",45,10240,35,1250000,"rock","ground","TRUE","FALSE",45,70,50,45,50,41,301,"female","Guts"
"247",247,"Pupitar",2,"Hard Shell Pokémon","Monster","none","FALSE","Grey","serpentine_body",1.19,152,"False",45,10240,35,1250000,"rock","ground","TRUE","FALSE",77,84,70,65,70,45,411,"male","Shed Skin"
"248",248,"Tyranitar",2,"Armor Pokémon","Monster","none","FALSE","Green","bipedal_tailed",2.01,202,"True",45,10240,35,1250000,"rock","dark","TRUE","FALSE",100,164,150,95,120,71,700,"male","Sand Stream"
"249",249,"Lugia",2,"Diving Pokémon","Undiscovered","none","FALSE","White","two_wings",5.21,216,"False",3,30720,0,1250000,"psychic","flying","TRUE","TRUE",106,90,130,81,154,121,682,"genderless","Pressure"
"250",250,"Ho-Oh",2,"Rainbow Pokémon","Undiscovered","none","FALSE","Red","two_wings",3.81,199,"False",3,30720,0,1250000,"fire","flying","TRUE","TRUE",106,130,90,110,154,90,680,"genderless","Pressure"
"251",251,"Celebi",2,"Time Travel Pokémon","Undiscovered","none","FALSE","Green","bipedal_tailless",0.61,5,"False",45,30720,100,1059860,"psychic","grass","TRUE","TRUE",100,100,100,110,90,100,600,"genderless","Natural Cure"
